# asm_stride_test  n=24 nd=13824 steps=2500 dt=0.01 ms (T=25 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16 wstride=50 (span 8 ms) gcut=1e-08 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4
1462,14.6200,7,5,5,6,5,60,48,47,54,48,60,50,37,48,45
1463,14.6300,7,5,4,6,5,60,48,46,54,48,60,50,37,49,42
1464,14.6400,7,5,4,6,5,60,48,46,54,48,60,50,37,49,41
1465,14.6500,7,5,4,6,5,60,48,46,54,48,60,50,37,49,41
1466,14.6600,7,5,4,6,5,60,48,45,55,48,60,50,37,49,41
1467,14.6700,7,5,4,6,5,60,48,46,55,48,60,50,37,50,41
1468,14.6800,7,5,5,6,5,60,48,46,55,48,60,50,37,50,40
1469,14.6900,7,5,4,6,5,60,48,46,55,48,60,50,35,50,40
1470,14.7000,7,5,4,6,5,60,48,47,56,48,60,50,37,50,41
1471,14.7100,7,5,4,6,5,60,48,46,56,49,60,50,38,50,41
1472,14.7200,7,5,4,6,5,60,48,46,56,48,60,50,36,50,40
1473,14.7300,7,5,4,6,5,60,48,45,56,48,60,50,37,50,40
1474,14.7400,7,5,4,6,5,60,48,43,56,48,60,50,41,50,41
1475,14.7500,7,5,4,6,5,60,48,46,57,48,60,50,37,51,41
1476,14.7600,7,5,4,6,5,60,48,47,57,49,60,50,37,51,40
1477,14.7700,7,5,4,6,5,60,48,45,57,49,60,50,38,51,40
1478,14.7800,7,5,4,6,5,60,48,43,57,48,60,50,38,51,40
1479,14.7900,7,5,5,6,5,60,48,46,57,48,60,50,37,51,40
1480,14.8000,7,5,4,6,5,60,48,41,57,48,60,50,45,51,44
1481,14.8100,7,5,4,6,5,60,48,44,58,48,60,50,38,51,45
1482,14.8200,7,5,4,6,5,60,48,45,58,48,60,50,38,51,45
1483,14.8300,7,5,4,6,5,60,48,46,58,49,60,50,38,51,45
1484,14.8400,7,5,5,6,5,60,48,46,58,49,60,49,44,50,46
1485,14.8500,7,5,4,6,5,60,48,45,58,49,60,49,34,50,46
1486,14.8600,7,5,4,6,5,60,48,46,58,49,60,50,40,50,45
1487,14.8700,7,5,4,6,5,60,48,45,58,49,60,50,40,51,41
1488,14.8800,7,5,4,6,5,60,48,46,58,49,60,50,35,51,41
1489,14.8900,7,5,4,6,5,60,48,46,58,49,60,50,38,51,41
1490,14.9000,7,5,4,6,5,60,48,46,58,49,60,50,38,51,41
1491,14.9100,7,5,4,6,5,60,48,45,59,49,60,50,43,51,41
1492,14.9200,7,5,4,6,5,60,48,45,59,49,60,50,38,51,40
1493,14.9300,7,5,4,6,5,60,48,46,59,49,60,50,39,51,45
1494,14.9400,7,5,4,6,5,60,48,47,59,49,59,50,38,51,43
1495,14.9500,7,5,4,6,5,60,48,46,59,49,59,50,36,51,42
1496,14.9600,7,5,4,6,5,60,48,46,59,49,59,50,39,51,42
1497,14.9700,7,5,4,6,5,60,48,46,59,49,59,50,39,51,42
1498,14.9800,7,5,4,6,5,60,48,46,59,49,59,50,38,51,42
1499,14.9900,7,5,4,6,5,60,48,46,59,49,59,50,36,51,42
1500,15.0000,7,5,4,5,5,60,48,46,59,49,59,50,35,51,42
1501,15.0100,7,5,4,5,4,60,48,46,49,49,59,50,36,43,43
1502,15.0200,7,5,4,5,4,60,48,46,50,46,59,50,41,42,42
1503,15.0300,7,5,4,5,4,60,48,46,51,46,57,50,37,42,40
1504,15.0400,7,5,4,5,4,60,48,44,52,46,58,50,38,43,40
1505,15.0500,7,5,4,6,4,60,48,47,52,47,59,50,38,43,39
1506,15.0600,7,5,4,6,5,60,48,47,53,48,59,50,38,44,38
1507,15.0700,7,5,4,6,5,60,48,46,53,48,59,50,39,44,38
1508,15.0800,7,5,4,6,5,60,48,46,53,48,59,50,34,44,38
1509,15.0900,7,5,4,6,5,60,48,45,54,48,59,50,36,44,37
1510,15.1000,7,5,4,6,5,60,48,46,54,48,59,50,36,45,38
1511,15.1100,7,5,4,6,5,60,48,43,54,48,59,50,37,45,38
1512,15.1200,7,5,4,6,5,60,48,45,54,48,59,50,37,46,38
1513,15.1300,7,5,4,6,5,60,48,45,55,48,59,50,38,46,39
1514,15.1400,7,5,4,6,5,60,48,45,55,48,59,50,39,46,40
1515,15.1500,7,5,4,6,5,60,48,47,55,48,59,50,42,46,40
1516,15.1600,7,5,4,6,5,60,48,43,55,48,59,50,35,44,41
1517,15.1700,7,5,5,6,5,60,48,43,55,48,59,49,45,47,46
1518,15.1800,7,5,4,6,5,60,49,43,56,48,59,49,37,48,46
1519,15.1900,7,5,4,6,5,60,49,44,56,48,59,49,37,49,45
1520,15.2000,7,5,4,6,5,60,49,42,56,48,59,50,38,49,45
1521,15.2100,7,5,4,6,5,60,49,46,56,48,59,50,40,50,42
1522,15.2200,7,5,5,6,5,60,48,46,56,48,59,50,41,50,40
1523,15.2300,7,5,4,6,5,60,48,46,57,48,59,50,38,50,41
1524,15.2400,7,5,4,6,5,60,49,45,57,48,59,50,37,50,41
1525,15.2500,7,5,4,6,5,60,49,46,57,48,59,51,45,50,45
1526,15.2600,7,5,4,6,5,60,48,47,57,49,59,50,37,50,45
1527,15.2700,7,5,4,6,5,60,48,47,57,49,59,50,38,50,45
1528,15.2800,7,5,4,6,5,60,48,46,58,49,59,50,39,47,45
1529,15.2900,7,5,4,6,5,60,48,46,58,49,59,50,39,50,45
1530,15.3000,7,5,4,6,5,60,48,45,58,49,59,50,37,50,45
1531,15.3100,7,5,5,6,5,60,48,42,58,49,59,50,45,50,41
1532,15.3200,7,5,4,6,5,60,49,45,58,49,59,50,38,50,41
1533,15.3300,7,5,4,6,5,60,48,46,58,49,59,50,38,50,41
1534,15.3400,7,5,4,6,5,60,48,46,58,49,59,50,38,49,41
1535,15.3500,7,5,4,6,5,60,48,46,58,49,59,50,38,48,41
1536,15.3600,7,5,4,6,5,60,48,45,58,49,59,50,26,48,41
1537,15.3700,7,5,4,6,5,60,49,47,58,49,59,50,36,48,41
1538,15.3800,7,5,4,6,5,60,49,46,58,49,59,50,37,48,41
1539,15.3900,7,5,4,6,5,60,49,45,58,49,59,50,37,48,41
1540,15.4000,7,5,4,6,5,60,49,46,58,49,59,50,39,48,42
1541,15.4100,7,5,4,6,5,60,49,45,59,49,59,50,40,48,44
1542,15.4200,7,5,5,6,5,60,49,46,59,49,59,50,37,49,41
1543,15.4300,7,5,4,6,5,60,49,46,59,49,59,50,37,50,44
1544,15.4400,7,5,4,6,5,60,49,45,59,49,59,50,37,51,44
1545,15.4500,7,5,4,6,5,60,49,41,59,49,59,50,37,51,44
1546,15.4600,7,5,4,6,5,60,49,46,59,49,59,50,38,52,44
1547,15.4700,7,5,4,6,5,60,49,45,59,48,59,50,36,52,44
1548,15.4800,7,5,4,6,5,60,49,44,59,48,59,50,35,52,44
1549,15.4900,7,5,4,6,5,60,49,43,59,48,59,50,22,53,44
1550,15.5000,7,5,4,5,5,60,49,46,59,48,59,50,37,53,45
1551,15.5100,7,5,4,5,4,60,49,43,48,48,59,50,45,44,44
1552,15.5200,7,5,4,5,4,60,49,43,49,45,59,50,39,46,38
1553,15.5300,7,5,4,5,4,60,49,45,50,46,59,50,39,47,38
1554,15.5400,7,5,4,5,5,60,49,42,51,47,59,48,41,48,44
1555,15.5500,7,5,4,6,5,60,49,44,52,46,59,48,37,49,45
1556,15.5600,7,5,4,6,5,60,49,41,52,46,59,47,38,50,41
1557,15.5700,7,5,4,6,5,60,49,47,52,47,58,50,39,50,42
1558,15.5800,7,5,4,6,5,60,49,45,53,48,58,51,40,50,46
1559,15.5900,7,5,4,6,5,60,49,45,53,47,58,51,37,49,47
1560,15.6000,7,5,4,6,5,60,49,45,53,48,58,51,37,46,46
1561,15.6100,7,5,4,6,5,60,49,46,54,48,58,50,41,46,45
1562,15.6200,7,5,4,6,5,60,49,43,54,48,58,50,38,47,45
1563,15.6300,7,5,4,6,5,60,49,46,54,48,58,50,37,48,45
1564,15.6400,7,5,4,6,5,60,49,46,54,48,57,50,38,48,45
1565,15.6500,7,5,4,6,5,60,49,41,55,48,57,50,38,48,44
1566,15.6600,7,5,4,6,5,60,49,45,55,48,57,50,37,48,45
1567,15.6700,7,5,4,6,5,60,49,42,55,48,57,50,37,49,44
1568,15.6800,7,5,4,6,5,60,49,46,55,48,57,50,37,49,44
1569,15.6900,7,5,4,6,5,60,49,45,55,48,57,50,37,49,44
1570,15.7000,7,5,4,6,5,60,49,44,56,48,57,50,38,49,43
1571,15.7100,7,5,4,6,5,60,49,46,56,48,57,50,37,49,44
1572,15.7200,7,5,4,6,5,60,49,45,56,48,56,50,39,50,44
1573,15.7300,7,5,4,6,5,60,49,41,56,48,55,50,34,50,44
1574,15.7400,7,5,4,6,5,60,49,41,56,48,57,50,37,50,44
1575,15.7500,7,5,4,6,5,60,49,45,56,48,57,50,37,51,44
1576,15.7600,7,5,4,6,5,60,49,42,57,48,58,50,37,51,44
1577,15.7700,7,5,4,6,5,60,49,44,57,48,58,50,37,51,44
1578,15.7800,7,5,4,6,5,60,49,41,57,48,58,50,37,52,44
1579,15.7900,7,5,4,6,5,60,49,41,57,48,57,50,35,52,44
1580,15.8000,7,5,4,6,5,60,49,46,58,48,57,51,38,52,44
1581,15.8100,7,5,4,6,5,60,49,45,58,48,57,51,38,52,45
1582,15.8200,7,5,4,6,5,60,49,46,58,48,57,51,38,53,44
1583,15.8300,7,5,4,6,5,60,49,37,58,48,57,51,38,53,44
1584,15.8400,7,5,4,6,5,60,49,42,58,48,56,51,37,53,44
1585,15.8500,7,5,4,6,5,60,49,42,58,48,56,51,37,53,44
1586,15.8600,7,5,4,6,5,60,49,46,58,48,56,50,43,53,40
1587,15.8700,7,5,4,6,5,60,49,39,58,48,56,50,41,53,44
1588,15.8800,7,5,5,6,5,60,49,43,58,48,56,48,39,53,46
1589,15.8900,7,5,4,6,5,60,49,40,58,48,56,49,39,53,46
1590,15.9000,7,5,4,6,5,60,49,43,58,48,56,49,39,53,46
1591,15.9100,7,5,4,6,5,60,49,41,58,48,56,49,38,53,45
1592,15.9200,7,5,4,6,5,60,49,39,58,48,56,50,45,53,42
1593,15.9300,7,5,4,6,5,60,49,45,58,48,56,49,38,53,41
1594,15.9400,7,5,4,6,5,60,49,41,58,48,56,49,38,53,41
1595,15.9500,7,5,5,6,5,60,49,42,59,49,56,49,38,53,40
1596,15.9600,7,5,4,6,5,60,49,42,59,48,56,50,37,53,41
1597,15.9700,7,5,4,6,5,60,49,42,59,48,56,50,38,53,42
1598,15.9800,7,5,4,6,5,60,49,43,59,48,56,50,37,53,41
1599,15.9900,7,5,4,6,5,60,49,39,59,48,56,50,37,53,42
1600,16.0000,7,5,4,5,5,60,49,45,59,48,57,50,37,53,41
1601,16.0100,7,5,4,5,4,60,49,43,47,47,57,50,38,44,44
1602,16.0200,7,5,4,5,4,60,49,41,49,45,57,50,40,46,38
1603,16.0300,7,5,4,5,4,60,49,45,50,45,57,50,36,47,37
1604,16.0400,7,5,4,6,4,60,49,40,51,45,58,50,35,48,37
1605,16.0500,7,5,4,6,5,60,49,42,51,47,58,50,37,49,37
1606,16.0600,7,5,4,6,5,60,49,43,51,47,58,50,38,49,37
1607,16.0700,7,5,4,6,5,60,49,42,52,47,58,50,38,50,39
1608,16.0800,7,5,4,6,5,60,49,45,52,47,58,50,38,50,40
1609,16.0900,7,5,4,6,5,60,49,43,52,47,58,50,39,51,39
1610,16.1000,7,5,4,6,5,60,49,41,53,43,57,51,38,51,40
1611,16.1100,7,5,4,6,5,60,49,43,53,47,57,51,39,51,40
1612,16.1200,7,5,4,6,5,60,49,42,53,47,57,51,38,52,40
1613,16.1300,7,5,4,6,5,60,49,39,53,47,57,51,37,52,40
1614,16.1400,7,5,4,6,5,60,49,44,54,47,56,51,37,52,40
1615,16.1500,7,5,4,6,5,60,49,41,54,47,56,51,36,52,40
1616,16.1600,7,5,4,6,5,60,49,45,54,47,56,51,37,52,40
1617,16.1700,7,5,4,6,5,60,49,43,55,47,57,51,38,53,42
1618,16.1800,7,5,4,6,5,60,49,42,55,47,57,51,38,53,42
1619,16.1900,7,5,4,6,5,60,49,39,55,47,57,51,37,53,41
1620,16.2000,7,5,4,6,5,60,49,42,55,47,58,51,38,53,41
1621,16.2100,7,5,4,6,5,60,49,40,56,42,58,50,40,53,37
1622,16.2200,7,5,4,6,5,60,49,41,56,47,58,47,40,53,45
1623,16.2300,7,5,4,6,5,60,49,43,56,46,58,49,39,53,45
1624,16.2400,7,5,4,6,5,60,49,45,56,48,58,49,39,53,45
1625,16.2500,7,5,4,6,5,60,49,40,56,47,58,49,43,53,47
1626,16.2600,7,5,4,6,5,60,49,43,56,47,58,48,38,53,47
1627,16.2700,7,5,4,6,5,60,49,40,56,47,58,47,46,53,42
1628,16.2800,7,5,4,6,5,60,49,43,56,47,58,47,38,53,41
1629,16.2900,7,5,4,6,5,60,49,43,56,47,58,47,39,53,40
1630,16.3000,7,5,4,6,5,60,49,44,56,47,58,47,39,53,40
1631,16.3100,7,5,4,6,5,60,49,45,56,48,58,49,39,53,41
1632,16.3200,7,5,4,6,5,60,49,40,57,48,58,49,38,53,42
1633,16.3300,7,5,4,6,5,60,49,43,57,48,58,49,38,53,42
1634,16.3400,7,5,4,6,5,60,49,39,57,48,58,49,37,53,42
1635,16.3500,7,5,4,6,5,60,49,45,57,48,58,49,39,53,43
1636,16.3600,7,5,4,6,5,60,49,43,57,48,58,50,37,53,44
1637,16.3700,7,5,4,6,5,60,49,42,57,48,59,50,39,53,45
1638,16.3800,7,5,4,6,5,60,49,45,57,48,59,50,37,53,45
1639,16.3900,7,5,4,6,5,60,49,43,57,48,59,49,34,53,45
1640,16.4000,7,5,4,6,5,60,49,38,57,48,59,50,36,54,45
1641,16.4100,7,5,4,6,5,60,49,39,57,48,59,49,39,54,45
1642,16.4200,7,5,4,6,5,60,49,45,57,48,59,49,40,54,45
1643,16.4300,7,5,4,6,5,60,49,41,57,48,59,50,39,54,45
1644,16.4400,7,5,4,6,5,60,49,44,57,48,59,49,39,54,45
1645,16.4500,7,5,4,6,5,60,49,41,57,48,59,50,37,54,45
1646,16.4600,7,5,4,6,5,59,49,44,58,47,59,50,35,54,45
1647,16.4700,7,5,4,6,5,59,49,41,58,47,59,50,37,54,45
1648,16.4800,7,5,4,6,5,59,49,39,58,47,59,50,37,54,45
1649,16.4900,7,5,4,6,5,59,49,45,58,47,59,50,38,54,45
1650,16.5000,7,5,4,5,5,59,49,45,58,47,59,51,35,54,45
1651,16.5100,7,5,4,5,3,59,49,35,47,47,59,51,38,45,45
1652,16.5200,7,5,4,5,4,59,49,44,48,43,59,51,40,47,46
1653,16.5300,7,5,4,5,4,59,49,40,49,43,59,51,37,48,37
1654,16.5400,7,5,4,5,4,59,49,42,50,46,59,51,37,49,38
1655,16.5500,7,5,4,5,4,59,49,43,50,40,59,51,38,49,39
1656,16.5600,7,5,4,6,5,59,49,45,51,40,59,50,41,49,39
1657,16.5700,7,5,4,6,5,59,49,43,51,46,59,46,42,50,44
1658,16.5800,7,5,4,6,5,59,49,45,51,44,59,50,46,50,46
1659,16.5900,7,5,4,6,5,59,49,44,51,46,59,51,38,49,46
1660,16.6000,7,5,4,6,5,59,49,44,52,45,59,50,38,49,46
1661,16.6100,7,5,4,6,5,59,49,43,52,45,59,50,40,46,46
1662,16.6200,7,5,4,6,5,59,49,45,52,42,59,49,39,49,46
1663,16.6300,7,5,4,6,5,59,49,42,52,45,59,49,39,50,46
1664,16.6400,7,5,4,6,5,59,49,44,52,42,59,49,38,51,45
1665,16.6500,7,5,4,6,5,59,50,41,52,42,59,49,34,51,45
1666,16.6600,7,5,4,6,5,58,50,43,52,45,59,49,36,51,45
1667,16.6700,7,5,4,6,5,58,50,44,52,41,59,49,38,52,43
1668,16.6800,7,5,4,6,5,58,50,43,52,44,55,49,39,52,41
1669,16.6900,7,5,4,6,5,58,50,45,53,44,59,49,36,52,39
1670,16.7000,7,5,4,6,5,58,50,45,53,44,59,49,36,52,40
1671,16.7100,7,5,4,6,5,58,50,42,53,46,59,49,37,52,40
1672,16.7200,7,5,4,6,5,58,50,41,53,45,59,49,38,52,42
1673,16.7300,7,5,4,6,5,58,50,44,53,46,59,49,37,53,44
1674,16.7400,7,5,4,6,5,58,50,44,53,46,59,49,37,53,44
1675,16.7500,7,5,4,6,5,58,50,43,53,46,59,49,35,53,45
1676,16.7600,7,5,4,6,5,58,50,45,53,47,59,49,39,53,45
1677,16.7700,7,5,4,6,5,58,50,44,53,46,59,49,34,53,45
1678,16.7800,7,5,4,6,5,58,50,45,53,46,59,49,38,53,45
1679,16.7900,7,5,4,6,5,57,50,44,53,47,59,49,38,53,45
1680,16.8000,7,5,4,6,5,57,50,42,54,46,59,49,36,53,45
1681,16.8100,7,5,4,6,5,57,49,43,54,46,59,49,37,53,45
1682,16.8200,7,5,4,6,5,57,49,44,54,46,59,48,39,53,46
1683,16.8300,7,5,4,6,5,57,49,41,54,46,59,48,34,53,46
1684,16.8400,7,5,4,6,5,57,49,42,54,46,59,48,36,53,46
1685,16.8500,7,5,4,6,5,56,49,45,54,46,59,47,37,53,46
1686,16.8600,7,5,4,6,5,56,49,44,54,46,59,47,37,52,46
1687,16.8700,7,5,4,6,5,56,49,31,54,46,59,47,38,52,46
1688,16.8800,7,5,4,6,5,56,49,45,54,46,59,46,36,50,46
1689,16.8900,7,5,4,6,5,56,49,43,55,46,59,47,39,49,46
1690,16.9000,7,5,4,6,5,56,49,44,55,47,59,47,40,52,46
1691,16.9100,7,5,4,6,5,56,49,44,55,47,59,47,36,53,46
1692,16.9200,7,5,4,6,5,56,49,45,55,46,59,51,42,50,47
1693,16.9300,7,5,4,6,5,57,49,46,55,44,59,52,40,53,48
1694,16.9400,7,5,4,6,5,57,49,45,55,44,59,52,40,54,48
1695,16.9500,7,5,4,6,5,57,49,46,55,46,59,51,38,54,48
1696,16.9600,7,5,4,6,5,57,49,45,55,44,59,51,38,54,48
1697,16.9700,7,5,4,6,5,57,49,39,55,45,59,51,36,54,48
1698,16.9800,7,5,4,6,5,58,49,46,55,45,59,51,33,54,48
1699,16.9900,7,5,4,6,5,58,49,43,55,45,59,51,35,54,48
1700,17.0000,7,5,4,5,5,58,49,45,56,45,59,51,37,54,47
1701,17.0100,7,5,4,5,4,58,49,42,46,46,60,51,37,47,47
1702,17.0200,7,5,4,5,4,58,49,45,47,41,60,51,38,50,49
1703,17.0300,7,5,4,5,4,58,49,44,47,43,60,51,37,51,49
1704,17.0400,7,5,4,5,4,58,49,43,48,39,60,51,35,51,40
1705,17.0500,7,5,4,5,4,59,49,46,48,42,60,51,40,48,44
1706,17.0600,7,5,4,5,4,59,49,43,48,42,60,51,40,52,44
1707,17.0700,7,5,4,5,4,59,49,30,48,43,60,51,31,52,44
1708,17.0800,7,5,4,5,4,59,49,44,49,42,60,51,35,53,44
1709,17.0900,7,5,4,5,4,59,49,46,49,44,60,50,39,53,45
1710,17.1000,7,5,4,6,4,59,49,42,49,44,60,50,41,53,45
1711,17.1100,7,5,4,6,4,59,49,45,50,45,60,50,38,53,45
1712,17.1200,7,5,4,6,4,59,49,46,49,46,60,50,38,53,46
1713,17.1300,7,5,4,6,4,59,49,41,50,46,60,50,37,53,45
1714,17.1400,7,5,3,6,4,59,49,31,51,46,60,50,38,53,45
1715,17.1500,7,5,4,6,4,59,49,45,51,46,60,49,38,53,45
1716,17.1600,7,5,4,6,4,59,49,38,51,46,60,49,38,54,45
1717,17.1700,7,5,4,6,4,59,49,46,51,44,60,49,39,54,45
1718,17.1800,7,5,3,6,4,58,49,30,51,44,60,49,39,54,45
1719,17.1900,7,5,4,6,4,58,49,45,51,44,60,49,40,54,46
1720,17.2000,7,5,4,6,4,58,49,34,52,44,60,49,34,54,46
1721,17.2100,7,5,4,6,4,58,49,42,52,38,60,49,37,54,46
1722,17.2200,7,5,4,6,4,58,49,35,52,45,60,49,39,54,46
1723,17.2300,7,5,4,6,4,58,49,46,52,46,60,49,38,54,46
1724,17.2400,7,5,4,6,4,58,49,46,52,43,60,48,38,54,46
1725,17.2500,7,5,4,6,4,58,49,32,52,42,60,48,34,54,46
1726,17.2600,7,5,3,6,4,58,49,33,52,42,60,48,36,54,46
1727,17.2700,7,5,4,6,4,58,49,44,52,45,60,51,45,54,50
1728,17.2800,7,5,4,6,4,58,49,46,52,44,60,52,40,55,50
1729,17.2900,7,5,4,6,4,58,44,45,52,44,60,52,40,55,49
1730,17.3000,7,5,4,6,4,58,49,46,53,45,60,51,39,55,48
1731,17.3100,7,5,4,6,4,57,49,45,53,44,60,51,39,55,47
1732,17.3200,7,5,4,6,4,57,49,31,53,45,60,51,38,56,48
1733,17.3300,7,5,4,6,4,57,49,46,53,45,60,51,36,56,49
1734,17.3400,7,5,4,6,4,57,49,43,53,45,60,51,36,56,49
1735,17.3500,7,5,4,6,4,57,49,46,53,45,60,51,37,56,49
1736,17.3600,7,5,4,6,4,57,49,45,53,45,60,51,40,56,49
1737,17.3700,7,5,4,6,4,57,49,45,53,46,60,51,37,56,48
1738,17.3800,7,5,4,6,4,57,49,45,53,46,60,51,37,56,48
1739,17.3900,7,5,4,6,4,57,49,41,54,47,60,51,40,56,48
1740,17.4000,7,5,4,6,4,57,49,46,54,46,60,51,34,56,48
1741,17.4100,7,5,4,6,4,57,49,36,54,45,60,51,36,56,48
1742,17.4200,7,5,4,6,4,57,49,45,54,45,60,51,34,56,47
1743,17.4300,7,5,4,6,4,57,49,47,54,46,60,51,38,56,47
1744,17.4400,7,5,4,6,4,57,49,48,54,46,60,50,39,56,47
1745,17.4500,7,5,4,6,4,56,49,41,54,46,60,50,38,56,47
1746,17.4600,7,5,4,6,4,56,49,46,54,46,60,50,37,56,47
1747,17.4700,7,5,4,6,4,56,49,37,54,46,60,50,36,56,47
1748,17.4800,7,5,3,6,4,56,49,36,55,46,60,50,39,56,46
1749,17.4900,7,5,3,6,4,56,49,43,55,46,60,50,39,56,46
1750,17.5000,7,5,4,4,4,56,49,48,55,46,60,50,34,56,46
1751,17.5100,7,5,3,5,3,56,49,27,46,46,60,50,38,45,45
1752,17.5200,7,5,3,5,3,56,49,35,48,35,60,50,31,47,47
1753,17.5300,7,5,3,5,3,56,49,40,49,37,60,50,34,48,47
1754,17.5400,7,5,4,5,4,56,49,47,49,45,60,50,40,49,47
1755,17.5500,7,5,3,5,4,56,49,37,50,44,60,50,40,49,40
1756,17.5600,7,5,4,5,4,56,48,48,50,46,60,50,38,50,35
1757,17.5700,7,5,3,5,4,56,48,37,50,45,60,50,37,50,37
1758,17.5800,7,5,4,5,4,56,49,47,50,46,60,50,38,51,37
1759,17.5900,7,5,4,5,4,56,49,37,51,45,60,50,37,51,37
1760,17.6000,7,5,3,5,4,56,49,33,51,43,60,50,34,51,36
1761,17.6100,7,5,3,5,4,56,49,37,51,43,60,50,37,52,35
1762,17.6200,7,5,4,5,4,56,48,48,51,43,60,50,36,52,34
1763,17.6300,7,5,4,5,4,56,48,45,51,45,60,49,39,52,35
1764,17.6400,7,5,3,5,4,56,48,38,52,44,60,49,36,52,35
1765,17.6500,7,5,3,5,4,56,48,38,52,43,60,49,35,52,35
1766,17.6600,7,5,4,5,4,56,48,37,52,44,60,50,36,52,35
1767,17.6700,7,4,4,5,4,56,48,46,52,45,60,49,36,52,35
1768,17.6800,7,4,4,5,4,56,48,37,52,45,60,49,37,52,35
1769,17.6900,7,4,4,5,4,56,48,50,53,45,60,49,37,52,36
1770,17.7000,7,4,3,5,4,56,48,38,53,46,60,49,39,52,36
1771,17.7100,7,4,3,5,4,57,48,40,53,47,60,49,38,53,36
1772,17.7200,7,4,4,5,4,57,48,47,54,47,60,49,30,53,36
1773,17.7300,7,4,4,5,4,57,47,40,54,47,60,49,34,53,33
1774,17.7400,7,4,3,5,4,58,48,39,54,47,60,49,38,53,39
1775,17.7500,7,4,3,5,4,58,48,37,54,45,60,49,39,53,38
1776,17.7600,7,4,4,5,4,58,48,48,54,46,60,49,41,53,38
1777,17.7700,7,4,3,5,4,58,48,39,54,46,60,49,35,53,37
1778,17.7800,7,4,4,5,4,58,48,50,54,46,60,49,39,53,36
1779,17.7900,7,4,4,5,4,58,48,42,55,46,60,49,39,53,37
1780,17.8000,7,4,3,5,4,58,48,41,55,46,60,49,38,53,36
1781,17.8100,7,4,3,5,4,58,48,39,55,46,60,49,38,53,35
1782,17.8200,7,4,4,5,4,58,48,41,55,46,60,49,39,53,38
1783,17.8300,7,4,4,5,4,58,48,47,55,46,60,49,35,53,38
1784,17.8400,7,4,4,5,4,58,48,45,55,46,60,49,37,53,38
1785,17.8500,7,4,4,5,4,58,48,41,55,46,60,49,35,53,38
1786,17.8600,7,4,3,5,4,58,48,41,55,46,60,49,38,53,38
1787,17.8700,7,4,3,6,4,58,48,38,55,46,60,49,38,53,38
1788,17.8800,7,4,4,6,4,58,48,41,55,45,60,49,38,53,38
1789,17.8900,7,4,4,6,4,58,48,48,55,45,60,49,39,53,38
1790,17.9000,7,4,4,6,4,59,47,44,55,46,60,49,39,53,38
1791,17.9100,7,4,3,6,4,59,47,41,55,46,60,49,38,53,38
1792,17.9200,7,4,3,6,4,59,47,41,55,46,60,49,40,53,38
1793,17.9300,7,4,3,6,4,59,47,41,55,46,60,49,35,53,38
1794,17.9400,7,4,3,6,4,59,47,42,55,46,60,49,37,53,38
1795,17.9500,7,4,4,6,4,59,47,46,55,46,60,49,37,53,38
1796,17.9600,7,4,4,6,4,59,47,50,55,48,60,49,36,53,38
1797,17.9700,7,4,4,6,4,59,47,41,55,48,60,49,37,53,38
1798,17.9800,7,4,3,6,4,59,47,41,55,48,60,49,41,53,38
1799,17.9900,7,4,3,6,4,59,47,40,55,47,60,49,36,53,38
1800,18.0000,7,4,4,4,4,59,47,42,55,47,60,49,35,53,37
1801,18.0100,7,4,4,4,4,59,47,42,46,46,60,49,37,37,37
1802,18.0200,7,4,4,4,3,59,47,50,49,47,60,49,35,39,38
1803,18.0300,7,4,4,4,4,59,47,44,52,50,60,49,37,40,39
1804,18.0400,7,4,4,4,3,60,47,43,53,50,60,49,37,40,39
1805,18.0500,7,4,3,4,3,60,48,44,54,51,60,49,40,41,40
1806,18.0600,7,4,3,4,3,60,48,43,55,51,60,49,36,41,41
1807,18.0700,7,4,3,4,3,61,49,43,56,50,60,49,34,42,41
1808,18.0800,7,4,4,5,3,61,49,45,57,50,60,49,35,42,41
1809,18.0900,7,4,4,5,4,61,49,47,57,46,60,49,36,42,41
1810,18.1000,7,4,4,5,4,61,49,44,57,46,60,49,38,42,41
1811,18.1100,7,4,4,5,4,61,49,44,57,46,60,49,33,42,41
1812,18.1200,7,4,4,5,4,61,49,46,57,46,60,49,35,43,41
1813,18.1300,7,4,4,5,4,61,49,42,57,46,60,49,36,33,41
1814,18.1400,7,4,4,5,4,61,49,45,57,46,60,49,38,42,32
1815,18.1500,7,4,4,5,4,61,49,45,57,46,60,49,33,43,40
1816,18.1600,7,4,4,5,4,61,49,44,57,46,60,49,35,44,41
1817,18.1700,7,4,4,5,4,61,49,46,57,46,60,49,37,44,42
1818,18.1800,7,4,4,5,4,61,49,43,57,45,60,49,38,45,42
1819,18.1900,7,4,4,5,4,61,49,44,57,45,60,49,38,45,43
1820,18.2000,7,4,4,5,4,61,49,46,57,44,60,49,39,46,43
1821,18.2100,7,4,4,5,4,61,49,44,57,44,60,49,38,46,44
1822,18.2200,7,4,4,5,4,61,49,43,57,44,60,49,41,46,43
1823,18.2300,7,4,4,5,4,61,49,45,57,43,60,49,37,46,43
