# asm_stride_test  n=24 nd=13824 steps=2500 dt=0.01 ms (T=25 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16 wstride=50 (span 8 ms) gcut=1e-08 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4
731,7.3100,7,5,4,6,5,61,49,46,58,49,59,46,29,53,39
732,7.3200,7,5,4,6,5,61,46,46,58,49,59,46,36,53,39
733,7.3300,7,5,4,6,5,61,47,46,58,49,59,45,35,53,39
734,7.3400,7,5,4,6,5,61,47,46,58,49,59,47,36,53,39
735,7.3500,7,5,4,6,5,61,48,46,58,49,59,47,37,53,39
736,7.3600,7,5,4,6,5,61,49,45,58,49,59,47,37,53,39
737,7.3700,7,5,4,6,5,61,49,46,59,49,59,47,39,53,39
738,7.3800,7,5,4,6,5,61,49,44,59,49,59,47,40,53,40
739,7.3900,7,5,4,6,5,61,49,45,59,49,59,46,37,53,39
740,7.4000,7,5,4,6,5,61,49,46,59,49,59,46,32,53,30
741,7.4100,7,5,4,6,5,61,49,46,59,49,59,47,39,53,40
742,7.4200,7,5,4,6,5,61,49,46,59,49,59,47,40,53,40
743,7.4300,7,5,4,6,5,61,49,46,59,49,59,47,34,54,40
744,7.4400,7,5,4,6,5,61,49,46,59,49,59,46,39,54,41
745,7.4500,7,5,5,6,5,61,49,46,59,49,59,47,36,54,39
746,7.4600,7,5,4,6,5,61,49,46,59,49,59,47,33,54,40
747,7.4700,7,5,4,6,5,61,49,46,59,49,59,47,36,54,39
748,7.4800,7,5,4,6,5,61,49,45,59,49,59,47,37,54,39
749,7.4900,7,5,4,6,5,61,48,45,59,49,59,47,37,54,39
750,7.5000,7,5,4,5,5,61,45,45,59,49,59,47,37,54,39
751,7.5100,7,5,4,5,4,61,47,46,49,49,59,47,40,42,42
752,7.5200,7,5,4,5,4,61,48,46,50,46,59,47,38,44,39
753,7.5300,7,5,5,5,5,61,49,46,51,46,59,47,40,46,40
754,7.5400,7,5,4,6,5,61,49,46,52,47,59,47,37,47,39
755,7.5500,7,5,4,6,5,61,49,46,52,47,59,47,35,47,39
756,7.5600,7,5,4,6,5,61,49,46,52,47,59,47,35,48,38
757,7.5700,7,5,5,6,5,61,49,46,53,48,59,46,38,48,40
758,7.5800,7,5,4,6,5,61,49,45,53,48,59,45,41,49,40
759,7.5900,7,5,5,6,5,61,49,46,53,48,59,47,40,49,39
760,7.6000,7,5,4,6,5,61,49,46,53,48,59,46,39,50,39
761,7.6100,7,5,5,6,5,61,49,46,54,48,59,47,36,50,38
762,7.6200,7,5,4,6,5,61,49,46,54,49,59,46,37,50,38
763,7.6300,7,5,4,6,5,61,49,45,54,48,59,46,40,50,39
764,7.6400,7,5,4,6,5,61,49,46,54,49,59,47,40,51,40
765,7.6500,7,5,4,6,5,61,45,46,55,49,59,47,39,51,41
766,7.6600,7,5,4,6,5,61,49,45,55,49,59,48,40,52,43
767,7.6700,7,5,4,6,5,61,49,46,55,49,59,48,37,52,42
768,7.6800,7,5,4,6,5,61,49,45,55,49,59,47,39,52,38
769,7.6900,7,5,4,6,5,61,45,46,55,49,59,47,34,52,36
770,7.7000,7,5,4,6,5,61,49,45,55,49,59,47,35,52,39
771,7.7100,7,5,4,6,5,61,49,46,55,49,59,46,38,52,39
772,7.7200,7,5,5,6,5,61,49,46,55,49,59,46,40,52,39
773,7.7300,7,5,4,6,5,61,49,46,55,49,59,43,39,52,40
774,7.7400,7,5,4,6,5,61,49,46,55,49,59,47,40,52,41
775,7.7500,7,5,4,6,5,61,49,46,56,49,59,47,36,53,41
776,7.7600,7,5,4,6,5,61,49,46,56,49,59,47,35,53,41
777,7.7700,7,5,4,6,5,61,49,46,56,49,59,47,38,53,42
778,7.7800,7,5,4,6,5,61,49,46,56,49,59,45,38,53,41
779,7.7900,7,5,4,6,5,61,48,46,56,49,59,46,39,53,40
780,7.8000,7,5,4,6,5,61,46,46,56,49,59,45,39,53,40
781,7.8100,7,5,4,6,5,61,49,46,56,49,59,47,40,53,41
782,7.8200,7,5,5,6,5,61,49,46,56,49,59,47,39,53,41
783,7.8300,7,5,5,6,5,61,49,46,56,49,59,47,39,53,40
784,7.8400,7,5,5,6,5,61,49,46,56,49,59,43,35,53,41
785,7.8500,7,5,5,6,5,61,49,46,56,49,59,45,35,53,40
786,7.8600,7,5,4,6,5,61,49,46,57,49,59,46,37,53,40
787,7.8700,7,5,5,6,5,61,49,46,57,49,59,46,37,53,40
788,7.8800,7,5,4,6,5,61,49,46,57,49,59,46,37,53,39
789,7.8900,7,5,4,6,5,61,49,46,57,49,59,46,38,53,39
790,7.9000,7,5,4,6,5,61,49,46,57,49,59,44,37,54,39
791,7.9100,7,5,4,6,5,61,49,46,57,49,59,47,39,54,40
792,7.9200,7,5,4,6,5,61,46,46,57,49,59,47,39,54,42
793,7.9300,7,5,5,6,5,61,49,46,57,49,59,47,35,54,41
794,7.9400,7,5,4,6,5,61,49,46,57,49,59,47,36,54,41
795,7.9500,7,5,4,6,5,61,49,45,57,49,59,47,38,54,41
796,7.9600,7,5,4,6,5,61,49,46,57,49,59,47,40,54,40
797,7.9700,7,5,4,6,5,61,49,46,57,49,59,44,39,54,40
798,7.9800,7,5,4,6,5,61,49,46,57,49,59,47,39,54,40
799,7.9900,7,5,5,6,5,61,49,47,57,49,59,47,31,54,40
800,8.0000,7,5,4,5,5,61,49,46,57,49,59,47,32,54,40
801,8.0100,7,5,4,5,4,61,49,44,49,49,59,47,40,40,40
802,8.0200,7,5,4,5,4,60,48,46,50,45,59,46,39,42,39
803,8.0300,7,5,5,6,5,61,48,46,51,46,59,47,37,45,38
804,8.0400,7,5,4,6,5,61,48,46,52,47,59,47,37,46,37
805,8.0500,7,5,4,6,5,60,48,46,52,47,59,47,34,46,34
806,8.0600,7,5,4,6,5,60,48,46,52,47,59,46,36,47,35
807,8.0700,7,5,5,6,5,60,48,47,53,48,59,47,41,47,42
808,8.0800,7,5,4,6,5,60,48,46,53,48,59,45,40,47,42
809,8.0900,7,5,5,6,5,60,48,46,53,48,59,47,38,46,42
810,8.1000,7,5,4,6,5,60,48,46,54,48,59,47,37,48,40
811,8.1100,7,5,4,6,5,60,48,46,54,48,59,45,39,49,40
812,8.1200,7,5,4,6,5,60,48,45,54,48,59,47,41,49,41
813,8.1300,7,5,4,6,5,60,48,46,54,48,59,47,37,49,41
814,8.1400,7,5,4,6,5,60,48,46,54,48,59,47,37,48,40
815,8.1500,7,5,5,6,5,60,48,46,55,48,59,47,41,50,43
816,8.1600,7,5,5,6,5,60,45,46,55,49,59,47,35,50,42
817,8.1700,7,5,4,6,5,60,48,46,55,49,59,47,41,50,41
818,8.1800,7,5,5,6,5,60,48,46,55,49,59,47,32,50,40
819,8.1900,7,5,5,6,5,60,48,46,55,49,59,47,37,51,40
820,8.2000,7,5,4,6,5,60,48,45,55,49,59,47,37,51,39
821,8.2100,7,5,5,6,5,60,48,47,56,49,59,46,40,51,41
822,8.2200,7,5,4,6,5,60,48,46,56,49,59,47,40,51,41
823,8.2300,7,5,5,6,5,60,48,46,56,49,59,47,39,52,40
824,8.2400,7,5,4,6,5,60,48,46,56,49,59,47,32,52,40
825,8.2500,7,5,4,6,5,60,48,46,56,49,59,47,37,52,40
826,8.2600,7,5,5,6,5,60,48,46,56,49,59,46,40,52,41
827,8.2700,7,5,4,6,5,60,48,46,57,49,59,46,36,52,40
828,8.2800,7,5,4,6,5,60,48,45,57,49,59,47,38,52,40
829,8.2900,7,5,5,6,5,60,48,46,57,49,59,45,40,53,41
830,8.3000,7,5,5,6,5,60,48,47,57,49,59,45,36,53,40
831,8.3100,7,5,4,6,5,60,48,46,57,49,59,45,35,53,39
832,8.3200,7,5,4,6,5,60,48,45,58,49,59,45,36,53,38
833,8.3300,7,5,4,6,5,59,48,45,58,49,59,47,39,53,41
834,8.3400,7,5,4,6,5,59,48,46,58,49,59,47,36,53,41
835,8.3500,7,5,5,6,5,59,48,46,58,49,59,47,37,53,40
836,8.3600,7,5,5,6,5,59,48,46,58,49,59,47,36,53,40
837,8.3700,7,5,5,6,5,59,48,47,58,49,59,47,37,53,40
838,8.3800,7,5,4,6,5,59,48,45,58,49,59,47,37,53,40
839,8.3900,7,5,4,6,5,60,48,45,58,49,59,47,38,53,40
840,8.4000,7,5,4,6,5,60,48,46,58,49,59,47,36,53,40
841,8.4100,7,5,5,6,5,60,48,46,58,49,59,46,36,53,39
842,8.4200,7,5,4,6,5,60,48,46,58,49,59,47,30,54,39
843,8.4300,7,5,4,6,5,60,47,43,58,49,59,47,37,54,39
844,8.4400,7,5,4,6,5,60,48,46,58,49,59,47,40,54,41
845,8.4500,7,5,5,6,5,60,49,47,58,49,59,47,38,54,41
846,8.4600,7,5,5,6,5,60,49,46,59,49,59,47,38,54,41
847,8.4700,7,5,4,6,5,60,49,45,59,49,59,47,38,54,40
848,8.4800,7,5,4,6,5,60,49,45,59,49,59,47,38,54,40
849,8.4900,7,5,4,6,5,60,49,46,59,49,59,47,39,54,40
850,8.5000,7,5,5,5,5,60,49,45,59,48,59,47,39,54,40
851,8.5100,7,5,4,5,4,60,49,46,48,48,59,47,42,41,41
852,8.5200,7,5,5,5,5,60,49,46,50,46,59,45,40,44,40
853,8.5300,7,5,5,6,5,60,49,46,51,47,59,45,40,46,40
854,8.5400,7,5,5,6,5,60,49,46,51,47,59,45,35,47,40
855,8.5500,7,5,4,6,5,60,49,46,52,47,59,46,37,48,40
856,8.5600,7,5,4,6,5,60,49,46,52,47,59,47,39,48,40
857,8.5700,7,5,5,6,5,60,49,46,53,47,59,47,41,49,43
858,8.5800,7,5,5,6,5,60,49,46,53,47,59,47,40,49,39
859,8.5900,7,5,5,6,5,60,49,47,53,48,59,47,39,50,39
860,8.6000,7,5,5,6,5,60,49,45,54,48,59,47,38,50,36
861,8.6100,7,5,5,6,5,60,49,46,54,48,59,47,40,51,40
862,8.6200,7,5,4,6,5,60,48,46,54,48,59,47,38,51,40
863,8.6300,7,5,4,6,5,60,49,45,54,48,59,46,39,51,39
864,8.6400,7,5,5,6,5,60,49,46,55,48,59,46,40,51,41
865,8.6500,7,5,4,6,5,60,49,45,55,48,59,45,36,52,40
866,8.6600,7,5,4,6,5,60,49,45,55,48,59,47,40,52,40
867,8.6700,7,5,5,6,5,60,49,46,56,48,59,47,37,52,40
868,8.6800,7,5,4,6,5,60,49,46,56,48,59,47,35,52,40
869,8.6900,7,5,4,6,5,60,49,46,56,48,59,47,37,52,38
870,8.7000,7,5,4,6,5,60,49,46,56,48,59,47,37,52,39
871,8.7100,7,5,4,6,5,60,49,46,57,48,59,47,38,52,39
872,8.7200,7,5,5,6,5,60,49,46,57,49,59,47,39,52,39
873,8.7300,7,5,4,6,5,60,49,44,57,48,59,47,39,52,39
874,8.7400,7,5,4,6,5,60,49,45,57,48,59,47,40,53,40
875,8.7500,7,5,5,6,5,60,49,46,57,48,59,47,35,53,43
876,8.7600,7,5,4,6,5,60,46,46,57,49,59,48,40,53,42
877,8.7700,7,5,4,6,5,60,48,45,57,48,59,47,39,53,41
878,8.7800,7,5,5,6,5,60,49,46,58,48,59,47,38,53,39
879,8.7900,7,5,4,6,5,60,49,45,58,48,59,46,40,53,40
880,8.8000,7,5,5,6,5,60,49,46,58,48,59,46,38,53,39
881,8.8100,7,5,4,6,5,60,49,46,58,48,59,45,36,53,39
882,8.8200,7,5,5,6,5,60,49,45,58,48,59,47,40,53,42
883,8.8300,7,5,5,6,5,60,49,46,58,49,59,47,39,53,42
884,8.8400,7,5,5,6,5,60,49,45,58,49,59,47,39,53,41
885,8.8500,7,5,5,6,5,60,49,46,58,49,59,47,39,53,40
886,8.8600,7,5,5,6,5,60,49,45,58,49,59,46,40,53,40
887,8.8700,7,5,5,6,5,60,49,46,58,49,59,46,39,53,42
888,8.8800,7,5,4,6,5,60,49,46,58,49,59,46,38,53,40
889,8.8900,7,5,4,6,5,60,49,45,58,49,59,46,35,54,40
890,8.9000,7,5,4,6,5,60,49,45,59,49,59,45,36,54,40
891,8.9100,7,5,5,6,5,60,49,46,59,49,59,45,40,54,40
892,8.9200,7,5,5,6,5,60,50,44,59,49,59,47,39,54,41
893,8.9300,7,5,5,6,5,60,50,46,59,49,59,47,38,54,41
894,8.9400,7,5,4,6,5,60,50,46,59,49,59,47,37,54,40
895,8.9500,7,5,5,7,5,60,50,45,59,49,59,46,35,54,40
896,8.9600,7,5,5,7,5,60,49,46,59,49,59,45,38,54,40
897,8.9700,7,5,4,7,5,60,49,44,59,49,59,45,37,54,40
898,8.9800,7,5,5,7,5,60,49,45,59,49,59,45,37,54,40
899,8.9900,7,5,4,7,5,60,49,45,59,48,59,45,37,54,38
900,9.0000,7,5,5,5,5,60,49,45,59,48,59,45,37,54,37
901,9.0100,7,5,4,5,4,60,49,45,48,48,59,45,40,40,40
902,9.0200,7,5,5,6,5,60,49,46,49,46,59,47,40,45,42
903,9.0300,7,5,5,6,5,60,49,45,50,46,59,48,38,46,40
904,9.0400,7,5,5,6,5,60,49,45,51,46,59,48,37,46,39
905,9.0500,7,5,5,6,5,60,49,46,52,46,59,48,36,47,38
906,9.0600,7,5,4,6,5,60,49,45,52,47,59,48,40,47,40
907,9.0700,7,5,5,6,5,60,46,46,52,47,59,47,41,48,41
908,9.0800,7,5,4,6,5,60,46,44,53,47,59,46,40,49,40
909,9.0900,7,5,5,6,5,60,46,46,53,47,59,46,40,49,40
910,9.1000,7,5,5,6,5,60,47,46,53,47,59,46,37,49,40
911,9.1100,7,5,4,6,5,60,46,44,54,47,59,46,34,50,39
912,9.1200,7,5,5,6,5,60,49,45,54,47,59,47,36,50,39
913,9.1300,7,5,4,6,5,61,49,45,55,47,59,44,38,50,41
914,9.1400,7,5,5,6,5,61,49,45,55,47,59,46,38,50,42
915,9.1500,7,5,5,6,5,61,50,45,55,48,59,47,40,50,43
916,9.1600,7,5,5,6,5,61,50,45,56,48,59,47,37,50,41
917,9.1700,7,5,4,6,5,61,50,44,56,48,59,47,37,50,41
918,9.1800,7,5,5,6,5,61,50,45,56,48,59,47,32,50,40
919,9.1900,7,5,4,6,5,61,50,45,56,48,59,47,40,50,40
920,9.2000,7,5,5,6,5,61,50,45,56,48,59,46,40,50,40
921,9.2100,7,5,5,6,5,61,49,46,57,48,59,46,40,50,41
922,9.2200,7,5,4,6,5,61,50,44,57,48,59,45,38,50,40
923,9.2300,7,5,5,6,5,61,49,45,57,48,59,47,40,50,44
924,9.2400,7,5,5,6,5,61,49,46,57,48,59,47,37,51,43
925,9.2500,7,5,4,6,5,61,46,46,57,48,59,47,38,51,42
926,9.2600,7,5,5,6,5,61,49,45,57,48,59,46,40,51,40
927,9.2700,7,5,5,6,5,61,49,45,57,48,59,46,37,52,40
928,9.2800,7,5,5,6,5,61,50,45,57,48,59,44,38,52,40
929,9.2900,7,5,4,6,5,61,50,45,57,48,59,47,40,52,40
930,9.3000,7,5,5,6,5,61,50,46,58,48,59,47,34,52,40
931,9.3100,7,5,4,6,5,61,50,45,58,48,59,46,40,52,41
932,9.3200,7,5,4,6,5,61,49,45,58,48,59,46,36,53,41
933,9.3300,7,5,5,6,5,61,50,45,58,48,59,47,39,53,40
934,9.3400,7,5,5,6,5,61,50,45,58,48,59,47,32,53,40
935,9.3500,7,5,5,6,5,61,50,45,58,48,59,44,40,53,41
936,9.3600,7,5,5,6,5,61,50,46,58,48,59,44,35,53,40
937,9.3700,7,5,4,6,5,61,49,46,58,48,59,46,36,53,40
938,9.3800,7,5,5,6,5,60,49,46,58,48,59,44,36,53,39
939,9.3900,7,5,4,6,5,60,50,45,58,48,59,47,38,53,40
940,9.4000,7,5,4,7,5,60,50,45,58,48,59,45,38,53,40
941,9.4100,7,5,5,7,5,60,50,45,58,48,59,45,39,53,36
942,9.4200,7,5,4,7,5,60,50,45,58,48,59,45,35,53,38
943,9.4300,7,5,4,7,5,60,50,44,58,48,59,45,37,53,40
944,9.4400,7,5,4,7,5,60,50,46,58,48,59,46,38,53,41
945,9.4500,7,5,5,7,5,60,48,46,58,48,59,47,37,53,41
946,9.4600,7,5,5,7,5,60,49,45,58,48,59,47,37,54,41
947,9.4700,7,5,4,7,5,60,49,45,58,48,58,47,36,54,41
948,9.4800,7,5,4,7,5,60,47,45,58,48,58,47,36,54,41
949,9.4900,7,5,5,7,5,60,46,46,59,48,58,47,39,54,40
950,9.5000,7,5,5,5,5,60,48,45,59,48,58,47,38,54,42
951,9.5100,7,5,4,5,4,60,49,43,48,48,58,44,41,42,42
952,9.5200,7,5,5,6,5,60,49,44,50,44,58,46,41,45,40
953,9.5300,7,5,5,6,5,60,50,45,50,45,58,47,39,43,40
954,9.5400,7,5,5,6,5,60,50,45,51,46,58,47,37,45,39
955,9.5500,7,5,4,6,5,60,50,45,52,46,58,47,39,47,39
956,9.5600,7,5,5,6,5,60,50,46,52,47,58,47,41,47,41
957,9.5700,7,5,5,6,5,60,50,46,53,47,58,47,39,47,41
958,9.5800,7,5,5,6,5,60,50,46,53,47,58,47,38,48,40
959,9.5900,7,5,4,6,5,60,50,45,53,47,58,47,33,48,40
960,9.6000,7,5,4,6,5,60,50,45,54,47,58,47,38,48,40
961,9.6100,7,5,4,6,5,60,49,45,54,47,58,47,38,48,39
962,9.6200,7,5,5,6,5,60,50,46,55,48,58,46,39,48,40
963,9.6300,7,5,5,6,5,60,50,45,55,48,58,47,43,48,44
964,9.6400,7,5,5,6,5,60,50,45,55,48,58,44,40,49,41
965,9.6500,7,5,4,6,5,60,50,45,55,48,58,46,40,49,40
966,9.6600,7,5,5,6,5,60,50,45,56,48,58,44,35,50,40
967,9.6700,7,5,5,6,5,60,50,46,56,48,58,47,40,50,41
968,9.6800,7,5,4,6,5,60,50,45,56,48,58,47,36,50,40
969,9.6900,7,5,4,6,5,60,50,45,56,48,58,46,36,50,40
970,9.7000,7,5,4,6,5,60,50,45,56,48,58,47,37,51,40
971,9.7100,7,5,4,6,5,60,49,45,56,48,58,47,38,51,40
972,9.7200,7,5,5,6,5,60,49,46,56,48,58,48,40,52,43
973,9.7300,7,5,4,6,5,60,50,45,57,48,57,48,34,52,41
974,9.7400,7,5,5,6,5,60,50,45,57,48,55,47,40,52,41
975,9.7500,7,5,5,6,5,60,46,45,57,48,56,44,39,52,36
976,9.7600,7,5,5,6,5,60,49,46,57,48,58,47,40,52,40
977,9.7700,7,5,5,6,5,60,50,46,57,48,58,47,36,52,40
978,9.7800,7,5,4,6,5,60,50,46,58,49,58,47,37,52,40
979,9.7900,7,5,4,6,5,60,50,45,58,48,58,47,34,53,40
980,9.8000,7,5,4,6,5,60,49,45,58,49,58,47,38,53,40
981,9.8100,7,5,4,6,5,60,49,45,58,49,59,47,38,53,39
982,9.8200,7,5,4,6,5,60,50,44,58,48,59,47,38,53,39
983,9.8300,7,5,4,6,5,60,49,45,58,48,59,44,38,53,39
984,9.8400,7,5,5,6,5,60,47,45,58,49,59,44,38,53,36
985,9.8500,7,5,5,6,5,60,49,45,58,49,59,44,40,53,41
986,9.8600,7,5,5,6,5,60,50,40,58,48,59,43,41,53,44
987,9.8700,7,5,5,6,5,60,50,45,58,48,59,44,40,53,42
988,9.8800,7,5,5,6,5,60,49,46,58,48,59,44,36,53,42
989,9.8900,7,5,4,6,5,60,49,44,59,48,59,44,37,53,41
990,9.9000,7,5,4,6,5,60,49,41,59,48,59,44,38,53,41
991,9.9100,7,5,4,6,5,60,49,45,59,49,59,47,39,53,40
992,9.9200,7,5,4,6,5,60,49,45,59,49,59,47,38,53,40
993,9.9300,7,5,5,7,5,60,49,42,59,49,59,44,39,53,40
994,9.9400,7,5,4,7,5,60,49,44,59,49,59,47,41,53,41
995,9.9500,7,5,5,7,5,60,49,45,59,49,59,44,38,54,40
996,9.9600,7,5,5,7,5,60,49,45,59,48,59,47,40,54,40
997,9.9700,7,5,4,7,5,60,49,45,59,48,59,44,38,54,40
998,9.9800,7,5,5,7,5,60,49,45,59,48,59,44,40,54,41
999,9.9900,7,5,4,7,5,60,49,45,59,48,59,44,35,54,40
1000,10.0000,7,5,5,5,5,60,50,45,59,48,59,44,35,54,40
1001,10.0100,7,5,5,5,5,60,50,45,48,48,59,47,41,43,43
1002,10.0200,7,5,5,5,5,60,49,41,49,45,59,44,41,40,42
1003,10.0300,7,5,4,6,5,60,50,40,50,42,59,47,39,46,40
1004,10.0400,7,5,5,6,5,60,50,45,51,46,59,47,38,47,39
1005,10.0500,7,5,4,6,5,60,50,45,52,46,59,47,37,47,38
1006,10.0600,7,5,5,6,5,60,50,45,52,42,59,46,42,48,42
1007,10.0700,7,5,5,6,5,60,50,45,53,46,59,45,40,48,41
1008,10.0800,7,5,4,6,5,61,50,45,54,47,59,46,40,49,40
1009,10.0900,7,5,5,6,5,61,50,45,54,47,59,44,33,49,39
1010,10.1000,7,5,5,6,5,61,50,46,54,47,59,46,37,50,38
1011,10.1100,7,5,4,6,5,61,50,45,54,47,59,47,38,50,36
1012,10.1200,7,5,4,6,5,61,50,45,55,43,59,47,40,50,42
1013,10.1300,7,5,4,6,5,61,49,45,55,43,59,48,39,50,44
1014,10.1400,7,5,5,6,5,61,46,45,55,43,59,48,37,51,43
1015,10.1500,7,5,4,6,5,61,50,45,55,47,59,48,37,51,41
1016,10.1600,7,5,4,6,5,61,50,45,56,47,59,48,37,51,41
1017,10.1700,7,5,5,6,5,61,50,46,56,47,59,48,36,51,40
1018,10.1800,7,5,5,6,5,61,50,45,56,47,59,48,36,51,40
1019,10.1900,7,5,4,6,5,61,50,45,56,47,59,44,39,52,39
1020,10.2000,7,5,5,6,5,61,49,45,56,47,59,47,40,52,43
1021,10.2100,7,5,5,6,5,61,50,46,56,48,59,46,40,52,43
1022,10.2200,7,5,4,6,5,61,50,45,56,48,59,47,36,52,44
1023,10.2300,7,5,5,6,5,61,50,46,56,48,59,48,40,52,45
1024,10.2400,7,5,4,6,5,61,50,45,56,48,59,48,36,52,44
1025,10.2500,7,5,4,6,5,61,50,46,56,48,59,48,36,52,44
1026,10.2600,7,5,4,6,5,61,50,45,56,48,59,47,37,52,44
1027,10.2700,7,5,5,6,5,61,50,45,56,48,59,47,42,52,40
1028,10.2800,7,5,4,6,5,61,50,45,57,48,59,47,37,52,40
1029,10.2900,7,5,4,6,5,61,50,46,57,48,59,47,36,52,39
1030,10.3000,7,5,5,6,5,61,50,46,57,48,59,47,39,52,40
1031,10.3100,7,5,4,6,5,61,50,45,57,48,59,47,42,52,41
1032,10.3200,7,5,4,6,5,61,50,45,57,48,59,48,41,52,45
1033,10.3300,7,5,4,6,5,61,50,46,57,48,59,48,37,53,45
1034,10.3400,7,5,4,6,5,61,47,46,57,48,59,48,37,53,44
1035,10.3500,7,5,4,6,5,61,49,45,57,48,59,47,38,53,42
1036,10.3600,7,5,5,6,5,61,49,46,57,48,59,47,36,53,41
1037,10.3700,7,5,4,6,5,61,50,46,57,48,59,45,37,53,41
1038,10.3800,7,5,5,6,5,61,49,46,57,48,59,44,35,53,40
1039,10.3900,7,5,4,6,5,61,48,45,57,48,59,44,37,53,40
1040,10.4000,7,5,4,6,5,61,50,45,57,48,59,47,39,53,40
1041,10.4100,7,5,5,6,5,61,50,45,57,48,59,44,39,53,40
1042,10.4200,7,5,4,6,5,61,50,44,57,48,59,46,40,53,41
1043,10.4300,7,5,5,6,5,60,50,46,57,48,59,44,37,53,41
1044,10.4400,7,5,4,6,5,61,49,46,57,48,59,47,39,53,40
1045,10.4500,7,5,4,6,5,61,50,46,57,48,59,44,40,53,43
1046,10.4600,7,5,4,6,5,61,50,46,58,48,59,44,37,53,42
1047,10.4700,7,5,4,6,5,61,50,46,58,48,59,44,37,54,41
1048,10.4800,7,5,4,6,5,61,50,45,58,48,59,44,37,54,40
1049,10.4900,7,5,4,6,5,61,50,46,58,48,59,45,36,54,39
1050,10.5000,7,5,5,5,5,61,50,46,58,48,59,47,40,54,40
1051,10.5100,7,5,4,5,4,61,50,45,48,48,59,47,40,41,41
1052,10.5200,7,5,4,5,4,61,50,45,50,45,59,46,41,42,42
1053,10.5300,7,5,4,6,5,61,50,45,51,45,59,44,35,46,40
1054,10.5400,7,5,4,6,5,60,50,46,52,46,59,37,37,47,38
1055,10.5500,7,5,4,6,5,60,50,45,52,46,59,44,39,47,39
1056,10.5600,7,5,5,6,5,60,47,46,53,47,59,45,43,48,43
1057,10.5700,7,5,5,6,5,60,47,46,53,47,59,46,39,48,41
1058,10.5800,7,5,4,6,5,61,49,46,54,48,59,46,38,49,40
1059,10.5900,7,5,4,6,5,61,50,45,54,48,59,46,38,49,39
1060,10.6000,7,5,4,6,5,61,50,45,54,47,59,46,37,50,41
1061,10.6100,7,5,4,6,5,61,50,46,54,48,59,46,43,50,43
1062,10.6200,7,5,4,6,5,61,48,46,54,48,59,46,42,50,44
1063,10.6300,7,5,4,6,5,60,50,46,55,48,59,48,40,50,44
1064,10.6400,7,5,4,6,5,60,50,46,55,48,59,45,43,50,42
1065,10.6500,7,5,4,6,5,60,50,46,55,48,59,45,38,51,40
1066,10.6600,7,5,4,6,5,60,50,46,55,48,59,46,38,51,40
1067,10.6700,7,5,4,6,5,60,50,46,55,48,59,47,38,51,40
1068,10.6800,7,5,5,6,5,60,50,46,55,48,59,48,38,51,40
1069,10.6900,7,5,4,6,5,60,50,46,56,49,59,47,36,51,40
1070,10.7000,7,5,4,6,5,60,50,45,56,48,59,45,42,51,43
1071,10.7100,7,5,4,6,5,60,50,46,56,48,59,46,40,51,41
1072,10.7200,7,5,4,6,5,60,50,46,56,48,59,48,40,51,41
1073,10.7300,7,5,5,6,5,60,50,47,57,48,59,48,37,51,40
1074,10.7400,7,5,4,6,5,60,50,46,57,48,59,47,39,51,40
1075,10.7500,7,5,4,6,5,60,50,46,57,48,59,46,40,52,40
1076,10.7600,7,5,4,6,5,60,50,46,57,49,59,46,37,52,40
1077,10.7700,7,5,4,6,5,60,49,46,57,49,59,45,37,52,40
1078,10.7800,7,5,4,6,5,60,50,45,57,49,59,47,40,52,41
1079,10.7900,7,5,4,6,5,60,50,45,57,49,59,47,36,52,41
1080,10.8000,7,5,4,6,5,60,49,46,57,49,59,48,39,52,44
1081,10.8100,7,5,4,6,5,60,46,46,58,49,59,48,38,52,44
1082,10.8200,7,5,4,6,5,60,49,45,58,49,59,48,39,52,43
1083,10.8300,7,5,5,6,5,60,46,46,58,48,59,48,42,52,42
1084,10.8400,7,5,4,6,5,60,46,46,58,48,59,48,37,52,41
1085,10.8500,7,5,5,6,5,60,46,46,58,48,59,47,38,52,41
1086,10.8600,7,5,4,6,5,60,47,46,58,48,59,44,40,52,41
1087,10.8700,7,5,4,6,5,60,49,46,58,49,59,48,40,52,40
1088,10.8800,7,5,4,6,5,60,49,46,58,49,59,48,38,53,40
1089,10.8900,7,5,4,6,5,60,49,46,58,49,59,47,35,53,40
1090,10.9000,7,5,4,6,5,60,50,46,58,49,59,47,36,53,40
1091,10.9100,7,5,4,6,5,60,49,45,58,49,59,48,41,53,41
1092,10.9200,7,5,4,6,5,60,49,46,58,49,59,48,35,53,40
1093,10.9300,7,5,5,6,5,60,50,47,58,49,59,48,40,53,44
1094,10.9400,7,5,4,6,5,60,50,46,59,49,59,49,39,53,45
1095,10.9500,7,5,4,6,5,60,50,46,59,49,59,49,38,53,45
1096,10.9600,7,5,4,6,5,60,50,46,59,49,59,49,38,53,44
1097,10.9700,7,5,4,6,5,60,50,45,59,49,59,48,39,53,43
1098,10.9800,7,5,4,6,5,60,50,45,59,49,59,45,40,53,42
1099,10.9900,7,5,4,6,5,60,49,46,59,48,59,46,40,53,42
