step,t_ms,e0,e1,e2,e3,e4,e5,e6,e7
5199,51.9900,2.2546168619e-01,2.2352976320e-01,2.2156014538e-01,2.1941980791e-01,2.2154162470e-01,2.1981953489e-01,2.1805704500e-01,2.1613458641e-01
5200,52.0000,2.2551645221e-01,2.2358452922e-01,2.2161491140e-01,2.1947457393e-01,2.2159639072e-01,2.1987430091e-01,2.1811181102e-01,2.1618935243e-01
5201,52.0100,2.2557121823e-01,2.2363929524e-01,2.2166967742e-01,2.1952933995e-01,2.2165115674e-01,2.1992906694e-01,2.1816657704e-01,2.1624411846e-01
5202,52.0200,2.2562598425e-01,2.2369406126e-01,2.2172444344e-01,2.1958410597e-01,2.2170592277e-01,2.1998383296e-01,2.1822134306e-01,2.1629888448e-01
5203,52.0300,2.2568075027e-01,2.2374882728e-01,2.2177920946e-01,2.1963887199e-01,2.2176068879e-01,2.2003859898e-01,2.1827610908e-01,2.1635365050e-01
5204,52.0400,2.2573551629e-01,2.2380359330e-01,2.2183397548e-01,2.1969363801e-01,2.2181545481e-01,2.2009336500e-01,2.1833087510e-01,2.1640841652e-01
5205,52.0500,2.2579028232e-01,2.2385835932e-01,2.2188874150e-01,2.1974840403e-01,2.2187022083e-01,2.2014813102e-01,2.1838564112e-01,2.1646318254e-01
5206,52.0600,2.2584504834e-01,2.2391312535e-01,2.2194350752e-01,2.1980317006e-01,2.2192498685e-01,2.2020289704e-01,2.1844040714e-01,2.1651794856e-01
5207,52.0700,2.2589981436e-01,2.2396789137e-01,2.2199827354e-01,2.1985793608e-01,2.2197975287e-01,2.2025766306e-01,2.1849517316e-01,2.1657271458e-01
5208,52.0800,2.2595458038e-01,2.2402265739e-01,2.2205303956e-01,2.1991270210e-01,2.2203451889e-01,2.2031242908e-01,2.1854993918e-01,2.1662748060e-01
5209,52.0900,2.2600934640e-01,2.2407742341e-01,2.2210780559e-01,2.1996746812e-01,2.2208928491e-01,2.2036719510e-01,2.1860470520e-01,2.1668224662e-01
5210,52.1000,2.2606411242e-01,2.2413218943e-01,2.2216257161e-01,2.2002223414e-01,2.2214405093e-01,2.2042196112e-01,2.1865947122e-01,2.1673701264e-01
5211,52.1100,2.2611887844e-01,2.2418695545e-01,2.2221733763e-01,2.2007700016e-01,2.2219881695e-01,2.2047672714e-01,2.1871423724e-01,2.1679177866e-01
5212,52.1200,2.2617364446e-01,2.2424172147e-01,2.2227210365e-01,2.2013176618e-01,2.2225358297e-01,2.2053149317e-01,2.1876900326e-01,2.1684654468e-01
5213,52.1300,2.2622841048e-01,2.2429648749e-01,2.2232686967e-01,2.2018653220e-01,2.2230834899e-01,2.2058625919e-01,2.1882376929e-01,2.1690131070e-01
5214,52.1400,2.2628317650e-01,2.2435125352e-01,2.2238163569e-01,2.2024129822e-01,2.2236311501e-01,2.2064102521e-01,2.1887853531e-01,2.1695607672e-01
5215,52.1500,2.2633794252e-01,2.2440601954e-01,2.2243640171e-01,2.2029606424e-01,2.2241788104e-01,2.2069579123e-01,2.1893330133e-01,2.1701084274e-01
5216,52.1600,2.2639270855e-01,2.2446078556e-01,2.2249116773e-01,2.2035083026e-01,2.2247264706e-01,2.2075055725e-01,2.1898806735e-01,2.1706560876e-01
5217,52.1700,2.2644747457e-01,2.2451555158e-01,2.2254593375e-01,2.2040559629e-01,2.2252741308e-01,2.2080532327e-01,2.1904283337e-01,2.1712037478e-01
5218,52.1800,2.2650224059e-01,2.2457031760e-01,2.2260069977e-01,2.2046036231e-01,2.2258217910e-01,2.2086008929e-01,2.1909759939e-01,2.1717514081e-01
5219,52.1900,2.2655700661e-01,2.2462508362e-01,2.2265546580e-01,2.2051512833e-01,2.2263694512e-01,2.2091485531e-01,2.1915236541e-01,2.1722990683e-01
5220,52.2000,2.2661177263e-01,2.2467984964e-01,2.2271023182e-01,2.2056989435e-01,2.2269171114e-01,2.2096962133e-01,2.1920713143e-01,2.1728467285e-01
5221,52.2100,2.2666653865e-01,2.2473461566e-01,2.2276499784e-01,2.2062466037e-01,2.2274647716e-01,2.2102438735e-01,2.1926189745e-01,2.1733943887e-01
5222,52.2200,2.2672130467e-01,2.2478938169e-01,2.2281976386e-01,2.2067942639e-01,2.2280124318e-01,2.2107915337e-01,2.1931666347e-01,2.1739420489e-01
5223,52.2300,2.2677607069e-01,2.2484414771e-01,2.2287452988e-01,2.2073419241e-01,2.2285600920e-01,2.2113391939e-01,2.1937142949e-01,2.1744897091e-01
5224,52.2400,2.2683083671e-01,2.2489891373e-01,2.2292929590e-01,2.2078895843e-01,2.2291077522e-01,2.2118868542e-01,2.1942619551e-01,2.1750373693e-01
5225,52.2500,2.2688560273e-01,2.2495367975e-01,2.2298406192e-01,2.2084372445e-01,2.2296554124e-01,2.2124345144e-01,2.1948096153e-01,2.1755850295e-01
5226,52.2600,2.2694036876e-01,2.2500844577e-01,2.2303882794e-01,2.2089849047e-01,2.2302030726e-01,2.2129821746e-01,2.1953572755e-01,2.1761326897e-01
5227,52.2700,2.2699513478e-01,2.2506321179e-01,2.2309359396e-01,2.2095325650e-01,2.2307507328e-01,2.2135298348e-01,2.1959049357e-01,2.1766803499e-01
5228,52.2800,2.2704990080e-01,2.2511797781e-01,2.2314835998e-01,2.2100802252e-01,2.2312983931e-01,2.2140774950e-01,2.1964525959e-01,2.1772280101e-01
5229,52.2900,2.2710466682e-01,2.2517274383e-01,2.2320312601e-01,2.2106278854e-01,2.2318460533e-01,2.2146251552e-01,2.1970002561e-01,2.1777756703e-01
5230,52.3000,2.2715943284e-01,2.2522750985e-01,2.2325789203e-01,2.2111755456e-01,2.2323937135e-01,2.2151728154e-01,2.1975479163e-01,2.1783233305e-01
5231,52.3100,2.2721419886e-01,2.2528227588e-01,2.2331265805e-01,2.2117232058e-01,2.2329413737e-01,2.2157204756e-01,2.1980955766e-01,2.1788709907e-01
5232,52.3200,2.2726896488e-01,2.2533704190e-01,2.2336742407e-01,2.2122708660e-01,2.2334890339e-01,2.2162681358e-01,2.1986432368e-01,2.1794186509e-01
5233,52.3300,2.2732373090e-01,2.2539180792e-01,2.2342219009e-01,2.2128185262e-01,2.2340366941e-01,2.2168157960e-01,2.1991908970e-01,2.1799663111e-01
5234,52.3400,2.2737849692e-01,2.2544657394e-01,2.2347695611e-01,2.2133661864e-01,2.2345843543e-01,2.2173634562e-01,2.1997385572e-01,2.1805139713e-01
5235,52.3500,2.2743326294e-01,2.2550133996e-01,2.2353172213e-01,2.2139138466e-01,2.2351320145e-01,2.2179111164e-01,2.2002862174e-01,2.1810616316e-01
5236,52.3600,2.2748802896e-01,2.2555610598e-01,2.2358648815e-01,2.2144615068e-01,2.2356796747e-01,2.2184587767e-01,2.2008338776e-01,2.1816092918e-01
5237,52.3700,2.2754279499e-01,2.2561087200e-01,2.2364125417e-01,2.2150091671e-01,2.2362273349e-01,2.2190064369e-01,2.2013815378e-01,2.1821569520e-01
5238,52.3800,2.2759756101e-01,2.2566563802e-01,2.2369602020e-01,2.2155568273e-01,2.2367749951e-01,2.2195540971e-01,2.2019291980e-01,2.1827046122e-01
5239,52.3900,2.2765232703e-01,2.2572040405e-01,2.2375078622e-01,2.2161044875e-01,2.2373226553e-01,2.2201017573e-01,2.2024768582e-01,2.1832522724e-01
5240,52.4000,2.2770709305e-01,2.2577517007e-01,2.2380555224e-01,2.2166521477e-01,2.2378703155e-01,2.2206494175e-01,2.2030245184e-01,2.1837999326e-01
5241,52.4100,2.2776185907e-01,2.2582993609e-01,2.2386031826e-01,2.2171998079e-01,2.2384179758e-01,2.2211970777e-01,2.2035721786e-01,2.1843475928e-01
5242,52.4200,2.2781662509e-01,2.2588470211e-01,2.2391508428e-01,2.2177474681e-01,2.2389656360e-01,2.2217447379e-01,2.2041198388e-01,2.1848952530e-01
5243,52.4300,2.2787139111e-01,2.2593946813e-01,2.2396985030e-01,2.2182951283e-01,2.2395132962e-01,2.2222923981e-01,2.2046674990e-01,2.1854429132e-01
5244,52.4400,2.2792615713e-01,2.2599423415e-01,2.2402461632e-01,2.2188427885e-01,2.2400609564e-01,2.2228400583e-01,2.2052151592e-01,2.1859905734e-01
5245,52.4500,2.2798092315e-01,2.2604900017e-01,2.2407938234e-01,2.2193904487e-01,2.2406086166e-01,2.2233877185e-01,2.2057628194e-01,2.1865382336e-01
5246,52.4600,2.2803568917e-01,2.2610376619e-01,2.2413414836e-01,2.2199381089e-01,2.2411562768e-01,2.2239353787e-01,2.2063104796e-01,2.1870858938e-01
5247,52.4700,2.2809045520e-01,2.2615853222e-01,2.2418891438e-01,2.2204857691e-01,2.2417039370e-01,2.2244830390e-01,2.2068581398e-01,2.1876335540e-01
5248,52.4800,2.2814522122e-01,2.2621329824e-01,2.2424368041e-01,2.2210334294e-01,2.2422515972e-01,2.2250306992e-01,2.2074058000e-01,2.1881812142e-01
5249,52.4900,2.2819998724e-01,2.2626806426e-01,2.2429844643e-01,2.2215810896e-01,2.2427992574e-01,2.2255783594e-01,2.2079534603e-01,2.1887288744e-01
5250,52.5000,2.2825475326e-01,2.2632283028e-01,2.2435321245e-01,2.2221287498e-01,2.2433469176e-01,2.2261260196e-01,2.2085011205e-01,2.1892765346e-01
5251,52.5100,2.2830951928e-01,2.2637759630e-01,2.2440797847e-01,2.2226764100e-01,2.2438945778e-01,2.2266736798e-01,2.2090487807e-01,2.1898241948e-01
5252,52.5200,2.2836428530e-01,2.2643236232e-01,2.2446274449e-01,2.2232240702e-01,2.2444422380e-01,2.2272213400e-01,2.2095964409e-01,2.1903718550e-01
5253,52.5300,2.2841905132e-01,2.2648712834e-01,2.2451751051e-01,2.2237717304e-01,2.2449898982e-01,2.2277690002e-01,2.2101441011e-01,2.1909195153e-01
5254,52.5400,2.2847381734e-01,2.2654189436e-01,2.2457227653e-01,2.2243193906e-01,2.2455375585e-01,2.2283166604e-01,2.2106917613e-01,2.1914671755e-01
5255,52.5500,2.2852858336e-01,2.2659666038e-01,2.2462704255e-01,2.2248670508e-01,2.2460852187e-01,2.2288643206e-01,2.2112394215e-01,2.1920148357e-01
5256,52.5600,2.2858334938e-01,2.2665142641e-01,2.2468180857e-01,2.2254147110e-01,2.2466328789e-01,2.2294119808e-01,2.2117870817e-01,2.1925624959e-01
5257,52.5700,2.2863811540e-01,2.2670619243e-01,2.2473657459e-01,2.2259623712e-01,2.2471805391e-01,2.2299596410e-01,2.2123347419e-01,2.1931101561e-01
5258,52.5800,2.2869288143e-01,2.2676095845e-01,2.2479134062e-01,2.2265100315e-01,2.2477281993e-01,2.2305073012e-01,2.2128824021e-01,2.1936578163e-01
5259,52.5900,2.2874764745e-01,2.2681572447e-01,2.2484610664e-01,2.2270576917e-01,2.2482758595e-01,2.2310549615e-01,2.2134300623e-01,2.1942054765e-01
5260,52.6000,2.2880241347e-01,2.2687049049e-01,2.2490087266e-01,2.2276053519e-01,2.2488235197e-01,2.2316026217e-01,2.2139777225e-01,2.1947531367e-01
5261,52.6100,2.2885717949e-01,2.2692525651e-01,2.2495563868e-01,2.2281530121e-01,2.2493711799e-01,2.2321502819e-01,2.2145253827e-01,2.1953007969e-01
5262,52.6200,2.2891194551e-01,2.2698002253e-01,2.2501040470e-01,2.2287006723e-01,2.2499188401e-01,2.2326979421e-01,2.2150730429e-01,2.1958484571e-01
5263,52.6300,2.2896671153e-01,2.2703478855e-01,2.2506517072e-01,2.2292483325e-01,2.2504665003e-01,2.2332456023e-01,2.2156207031e-01,2.1963961173e-01
5264,52.6400,2.2902147755e-01,2.2708955458e-01,2.2511993674e-01,2.2297959927e-01,2.2510141605e-01,2.2337932625e-01,2.2161683633e-01,2.1969437775e-01
5265,52.6500,2.2907624357e-01,2.2714432060e-01,2.2517470276e-01,2.2303436529e-01,2.2515618207e-01,2.2343409227e-01,2.2167160235e-01,2.1974914377e-01
5266,52.6600,2.2913100959e-01,2.2719908662e-01,2.2522946878e-01,2.2308913131e-01,2.2521094809e-01,2.2348885829e-01,2.2172636837e-01,2.1980390979e-01
5267,52.6700,2.2918577561e-01,2.2725385264e-01,2.2528423480e-01,2.2314389733e-01,2.2526571412e-01,2.2354362431e-01,2.2178113440e-01,2.1985867581e-01
5268,52.6800,2.2924054164e-01,2.2730861866e-01,2.2533900083e-01,2.2319866335e-01,2.2532048014e-01,2.2359839033e-01,2.2183590042e-01,2.1991344183e-01
5269,52.6900,2.2929530766e-01,2.2736338468e-01,2.2539376685e-01,2.2325342938e-01,2.2537524616e-01,2.2365315635e-01,2.2189066644e-01,2.1996820785e-01
5270,52.7000,2.2935007368e-01,2.2741815070e-01,2.2544853287e-01,2.2330819540e-01,2.2543001218e-01,2.2370792237e-01,2.2194543246e-01,2.2002297388e-01
5271,52.7100,2.2940483970e-01,2.2747291672e-01,2.2550329889e-01,2.2336296142e-01,2.2548477820e-01,2.2376268840e-01,2.2200019848e-01,2.2007773990e-01
5272,52.7200,2.2945960572e-01,2.2752768275e-01,2.2555806491e-01,2.2341772744e-01,2.2553954422e-01,2.2381745442e-01,2.2205496450e-01,2.2013250592e-01
5273,52.7300,2.2951437174e-01,2.2758244877e-01,2.2561283093e-01,2.2347249346e-01,2.2559431024e-01,2.2387222044e-01,2.2210973052e-01,2.2018727194e-01
5274,52.7400,2.2956913776e-01,2.2763721479e-01,2.2566759695e-01,2.2352725948e-01,2.2564907626e-01,2.2392698646e-01,2.2216449654e-01,2.2024203796e-01
5275,52.7500,2.2962390378e-01,2.2769198081e-01,2.2572236297e-01,2.2358202550e-01,2.2570384228e-01,2.2398175248e-01,2.2221926256e-01,2.2029680398e-01
5276,52.7600,2.2967866980e-01,2.2774674683e-01,2.2577712899e-01,2.2363679152e-01,2.2575860830e-01,2.2403651850e-01,2.2227402858e-01,2.2035157000e-01
5277,52.7700,2.2973343582e-01,2.2780151285e-01,2.2583189502e-01,2.2369155754e-01,2.2581337432e-01,2.2409128452e-01,2.2232879460e-01,2.2040633602e-01
5278,52.7800,2.2978820184e-01,2.2785627887e-01,2.2588666104e-01,2.2374632356e-01,2.2586814034e-01,2.2414605054e-01,2.2238356062e-01,2.2046110204e-01
5279,52.7900,2.2984296787e-01,2.2791104489e-01,2.2594142706e-01,2.2380108959e-01,2.2592290636e-01,2.2420081656e-01,2.2243832664e-01,2.2051586806e-01
5280,52.8000,2.2989773389e-01,2.2796581091e-01,2.2599619308e-01,2.2385585561e-01,2.2597767239e-01,2.2425558258e-01,2.2249309266e-01,2.2057063408e-01
5281,52.8100,2.2995249991e-01,2.2802057694e-01,2.2605095910e-01,2.2391062163e-01,2.2603243841e-01,2.2431034860e-01,2.2254785868e-01,2.2062540010e-01
5282,52.8200,2.3000726593e-01,2.2807534296e-01,2.2610572512e-01,2.2396538765e-01,2.2608720443e-01,2.2436511462e-01,2.2260262470e-01,2.2068016612e-01
5283,52.8300,2.3006203195e-01,2.2813010898e-01,2.2616049114e-01,2.2402015367e-01,2.2614197045e-01,2.2441988065e-01,2.2265739072e-01,2.2073493214e-01
5284,52.8400,2.3011679797e-01,2.2818487500e-01,2.2621525716e-01,2.2407491969e-01,2.2619673647e-01,2.2447464667e-01,2.2271215674e-01,2.2078969816e-01
5285,52.8500,2.3017156399e-01,2.2823964102e-01,2.2627002318e-01,2.2412968571e-01,2.2625150249e-01,2.2452941269e-01,2.2276692276e-01,2.2084446418e-01
5286,52.8600,2.3022633001e-01,2.2829440704e-01,2.2632478920e-01,2.2418445173e-01,2.2630626851e-01,2.2458417871e-01,2.2282168879e-01,2.2089923020e-01
5287,52.8700,2.3028109603e-01,2.2834917306e-01,2.2637955523e-01,2.2423921775e-01,2.2636103453e-01,2.2463894473e-01,2.2287645481e-01,2.2095399623e-01
5288,52.8800,2.3033586205e-01,2.2840393908e-01,2.2643432125e-01,2.2429398377e-01,2.2641580055e-01,2.2469371075e-01,2.2293122083e-01,2.2100876225e-01
5289,52.8900,2.3039062808e-01,2.2845870511e-01,2.2648908727e-01,2.2434874979e-01,2.2647056657e-01,2.2474847677e-01,2.2298598685e-01,2.2106352827e-01
5290,52.9000,2.3044539410e-01,2.2851347113e-01,2.2654385329e-01,2.2440351582e-01,2.2652533259e-01,2.2480324279e-01,2.2304075287e-01,2.2111829429e-01
5291,52.9100,2.3050016012e-01,2.2856823715e-01,2.2659861931e-01,2.2445828184e-01,2.2658009861e-01,2.2485800881e-01,2.2309551889e-01,2.2117306031e-01
5292,52.9200,2.3055492614e-01,2.2862300317e-01,2.2665338533e-01,2.2451304786e-01,2.2663486463e-01,2.2491277483e-01,2.2315028491e-01,2.2122782633e-01
5293,52.9300,2.3060969216e-01,2.2867776919e-01,2.2670815135e-01,2.2456781388e-01,2.2668963066e-01,2.2496754085e-01,2.2320505093e-01,2.2128259235e-01
5294,52.9400,2.3066445818e-01,2.2873253521e-01,2.2676291737e-01,2.2462257990e-01,2.2674439668e-01,2.2502230688e-01,2.2325981695e-01,2.2133735837e-01
5295,52.9500,2.3071922420e-01,2.2878730123e-01,2.2681768339e-01,2.2467734592e-01,2.2679916270e-01,2.2507707290e-01,2.2331458297e-01,2.2139212439e-01
5296,52.9600,2.3077399022e-01,2.2884206725e-01,2.2687244941e-01,2.2473211194e-01,2.2685392872e-01,2.2513183892e-01,2.2336934899e-01,2.2144689041e-01
5297,52.9700,2.3082875624e-01,2.2889683328e-01,2.2692721544e-01,2.2478687796e-01,2.2690869474e-01,2.2518660494e-01,2.2342411501e-01,2.2150165643e-01
5298,52.9800,2.3088352226e-01,2.2895159930e-01,2.2698198146e-01,2.2484164398e-01,2.2696346076e-01,2.2524137096e-01,2.2347888103e-01,2.2155642245e-01
5299,52.9900,2.3093828828e-01,2.2900636532e-01,2.2703674748e-01,2.2489641000e-01,2.2701822678e-01,2.2529613698e-01,2.2353364705e-01,2.2161118847e-01
5300,53.0000,2.3099305431e-01,2.2906113134e-01,2.2709151350e-01,2.2495117603e-01,2.2707299280e-01,2.2535090300e-01,2.2358841307e-01,2.2166595449e-01
5301,53.0100,2.3104782033e-01,2.2911589736e-01,2.2714627952e-01,2.2500594205e-01,2.2712775882e-01,2.2540566902e-01,2.2364317909e-01,2.2172072051e-01
5302,53.0200,2.3110258635e-01,2.2917066338e-01,2.2720104554e-01,2.2506070807e-01,2.2718252484e-01,2.2546043504e-01,2.2369794511e-01,2.2177548653e-01
5303,53.0300,2.3115735237e-01,2.2922542940e-01,2.2725581156e-01,2.2511547409e-01,2.2723729086e-01,2.2551520106e-01,2.2375271113e-01,2.2183025255e-01
5304,53.0400,2.3121211839e-01,2.2928019542e-01,2.2731057758e-01,2.2517024011e-01,2.2729205688e-01,2.2556996708e-01,2.2380747716e-01,2.2188501858e-01
5305,53.0500,2.3126688441e-01,2.2933496144e-01,2.2736534360e-01,2.2522500613e-01,2.2734682290e-01,2.2562473310e-01,2.2386224318e-01,2.2193978460e-01
5306,53.0600,2.3132165043e-01,2.2938972747e-01,2.2742010962e-01,2.2527977215e-01,2.2740158893e-01,2.2567949913e-01,2.2391700920e-01,2.2199455062e-01
5307,53.0700,2.3137641645e-01,2.2944449349e-01,2.2747487565e-01,2.2533453817e-01,2.2745635495e-01,2.2573426515e-01,2.2397177522e-01,2.2204931664e-01
5308,53.0800,2.3143118247e-01,2.2949925951e-01,2.2752964167e-01,2.2538930419e-01,2.2751112097e-01,2.2578903117e-01,2.2402654124e-01,2.2210408266e-01
5309,53.0900,2.3148594849e-01,2.2955402553e-01,2.2758440769e-01,2.2544407021e-01,2.2756588699e-01,2.2584379719e-01,2.2408130726e-01,2.2215884868e-01
5310,53.1000,2.3154071452e-01,2.2960879155e-01,2.2763917371e-01,2.2549883623e-01,2.2762065301e-01,2.2589856321e-01,2.2413607328e-01,2.2221361470e-01
5311,53.1100,2.3159548054e-01,2.2966355757e-01,2.2769393973e-01,2.2555360226e-01,2.2767541903e-01,2.2595332923e-01,2.2419083930e-01,2.2226838072e-01
5312,53.1200,2.3165024656e-01,2.2971832359e-01,2.2774870575e-01,2.2560836828e-01,2.2773018505e-01,2.2600809525e-01,2.2424560532e-01,2.2232314674e-01
5313,53.1300,2.3170501258e-01,2.2977308961e-01,2.2780347177e-01,2.2566313430e-01,2.2778495107e-01,2.2606286127e-01,2.2430037134e-01,2.2237791276e-01
5314,53.1400,2.3175977860e-01,2.2982785564e-01,2.2785823779e-01,2.2571790032e-01,2.2783971709e-01,2.2611762729e-01,2.2435513736e-01,2.2243267878e-01
5315,53.1500,2.3181454462e-01,2.2988262166e-01,2.2791300381e-01,2.2577266634e-01,2.2789448311e-01,2.2617239331e-01,2.2440990338e-01,2.2248744480e-01
5316,53.1600,2.3186931064e-01,2.2993738768e-01,2.2796776983e-01,2.2582743236e-01,2.2794924913e-01,2.2622715933e-01,2.2446466940e-01,2.2254221082e-01
5317,53.1700,2.3192407666e-01,2.2999215370e-01,2.2802253586e-01,2.2588219838e-01,2.2800401515e-01,2.2628192535e-01,2.2451943542e-01,2.2259697684e-01
5318,53.1800,2.3197884268e-01,2.3004691972e-01,2.2807730188e-01,2.2593696440e-01,2.2805878117e-01,2.2633669138e-01,2.2457420144e-01,2.2265174286e-01
5319,53.1900,2.3203360870e-01,2.3010168574e-01,2.2813206790e-01,2.2599173042e-01,2.2811354720e-01,2.2639145740e-01,2.2462896746e-01,2.2270650888e-01
5320,53.2000,2.3208837472e-01,2.3015645176e-01,2.2818683392e-01,2.2604649644e-01,2.2816831322e-01,2.2644622342e-01,2.2468373348e-01,2.2276127490e-01
5321,53.2100,2.3214314075e-01,2.3021121778e-01,2.2824159994e-01,2.2610126247e-01,2.2822307924e-01,2.2650098944e-01,2.2473849950e-01,2.2281604092e-01
5322,53.2200,2.3219790677e-01,2.3026598381e-01,2.2829636596e-01,2.2615602849e-01,2.2827784526e-01,2.2655575546e-01,2.2479326553e-01,2.2287080695e-01
5323,53.2300,2.3225267279e-01,2.3032074983e-01,2.2835113198e-01,2.2621079451e-01,2.2833261128e-01,2.2661052148e-01,2.2484803155e-01,2.2292557297e-01
5324,53.2400,2.3230743881e-01,2.3037551585e-01,2.2840589800e-01,2.2626556053e-01,2.2838737730e-01,2.2666528750e-01,2.2490279757e-01,2.2298033899e-01
5325,53.2500,2.3236220483e-01,2.3043028187e-01,2.2846066402e-01,2.2632032655e-01,2.2844214332e-01,2.2672005352e-01,2.2495756359e-01,2.2303510501e-01
5326,53.2600,2.3241697085e-01,2.3048504789e-01,2.2851543005e-01,2.2637509257e-01,2.2849690934e-01,2.2677481954e-01,2.2501232961e-01,2.2308987103e-01
5327,53.2700,2.3247173687e-01,2.3053981391e-01,2.2857019607e-01,2.2642985859e-01,2.2855167536e-01,2.2682958556e-01,2.2506709563e-01,2.2314463705e-01
5328,53.2800,2.3252650289e-01,2.3059457993e-01,2.2862496209e-01,2.2648462461e-01,2.2860644138e-01,2.2688435158e-01,2.2512186165e-01,2.2319940307e-01
5329,53.2900,2.3258126891e-01,2.3064934595e-01,2.2867972811e-01,2.2653939063e-01,2.2866120740e-01,2.2693911760e-01,2.2517662767e-01,2.2325416909e-01
5330,53.3000,2.3263603493e-01,2.3070411197e-01,2.2873449413e-01,2.2659415665e-01,2.2871597342e-01,2.2699388363e-01,2.2523139369e-01,2.2330893511e-01
5331,53.3100,2.3269080096e-01,2.3075887800e-01,2.2878926015e-01,2.2664892267e-01,2.2877073944e-01,2.2704864965e-01,2.2528615971e-01,2.2336370113e-01
5332,53.3200,2.3274556698e-01,2.3081364402e-01,2.2884402617e-01,2.2670368870e-01,2.2882550547e-01,2.2710341567e-01,2.2534092573e-01,2.2341846715e-01
5333,53.3300,2.3280033300e-01,2.3086841004e-01,2.2889879219e-01,2.2675845472e-01,2.2888027149e-01,2.2715818169e-01,2.2539569175e-01,2.2347323317e-01
5334,53.3400,2.3285509902e-01,2.3092317606e-01,2.2895355821e-01,2.2681322074e-01,2.2893503751e-01,2.2721294771e-01,2.2545045777e-01,2.2352799919e-01
5335,53.3500,2.3290986504e-01,2.3097794208e-01,2.2900832423e-01,2.2686798676e-01,2.2898980353e-01,2.2726771373e-01,2.2550522379e-01,2.2358276521e-01
5336,53.3600,2.3296463106e-01,2.3103270810e-01,2.2906309026e-01,2.2692275278e-01,2.2904456955e-01,2.2732247975e-01,2.2555998981e-01,2.2363753123e-01
5337,53.3700,2.3301939708e-01,2.3108747412e-01,2.2911785628e-01,2.2697751880e-01,2.2909933557e-01,2.2737724577e-01,2.2561475583e-01,2.2369229725e-01
5338,53.3800,2.3307416310e-01,2.3114224014e-01,2.2917262230e-01,2.2703228482e-01,2.2915410159e-01,2.2743201179e-01,2.2566952185e-01,2.2374706327e-01
5339,53.3900,2.3312892912e-01,2.3119700617e-01,2.2922738832e-01,2.2708705084e-01,2.2920886761e-01,2.2748677781e-01,2.2572428787e-01,2.2380182930e-01
5340,53.4000,2.3318369514e-01,2.3125177219e-01,2.2928215434e-01,2.2714181686e-01,2.2926363363e-01,2.2754154383e-01,2.2577905390e-01,2.2385659532e-01
5341,53.4100,2.3323846116e-01,2.3130653821e-01,2.2933692036e-01,2.2719658288e-01,2.2931839965e-01,2.2759630986e-01,2.2583381992e-01,2.2391136134e-01
5342,53.4200,2.3329322719e-01,2.3136130423e-01,2.2939168638e-01,2.2725134891e-01,2.2937316567e-01,2.2765107588e-01,2.2588858594e-01,2.2396612736e-01
5343,53.4300,2.3334799321e-01,2.3141607025e-01,2.2944645240e-01,2.2730611493e-01,2.2942793169e-01,2.2770584190e-01,2.2594335196e-01,2.2402089338e-01
5344,53.4400,2.3340275923e-01,2.3147083627e-01,2.2950121842e-01,2.2736088095e-01,2.2948269771e-01,2.2776060792e-01,2.2599811798e-01,2.2407565940e-01
5345,53.4500,2.3345752525e-01,2.3152560229e-01,2.2955598444e-01,2.2741564697e-01,2.2953746374e-01,2.2781537394e-01,2.2605288400e-01,2.2413042542e-01
5346,53.4600,2.3351229127e-01,2.3158036831e-01,2.2961075047e-01,2.2747041299e-01,2.2959222976e-01,2.2787013996e-01,2.2610765002e-01,2.2418519144e-01
5347,53.4700,2.3356705729e-01,2.3163513434e-01,2.2966551649e-01,2.2752517901e-01,2.2964699578e-01,2.2792490598e-01,2.2616241604e-01,2.2423995746e-01
5348,53.4800,2.3362182331e-01,2.3168990036e-01,2.2972028251e-01,2.2757994503e-01,2.2970176180e-01,2.2797967200e-01,2.2621718206e-01,2.2429472348e-01
5349,53.4900,2.3367658933e-01,2.3174466638e-01,2.2977504853e-01,2.2763471105e-01,2.2975652782e-01,2.2803443802e-01,2.2627194808e-01,2.2434948950e-01
5350,53.5000,2.3373135535e-01,2.3179943240e-01,2.2982981455e-01,2.2768947707e-01,2.2981129384e-01,2.2808920404e-01,2.2632671410e-01,2.2440425552e-01
5351,53.5100,2.3378612137e-01,2.3185419842e-01,2.2988458057e-01,2.2774424309e-01,2.2986605986e-01,2.2814397006e-01,2.2638148012e-01,2.2445902154e-01
5352,53.5200,2.3384088740e-01,2.3190896444e-01,2.2993934659e-01,2.2779900911e-01,2.2992082588e-01,2.2819873608e-01,2.2643624614e-01,2.2451378756e-01
5353,53.5300,2.3389565342e-01,2.3196373046e-01,2.2999411261e-01,2.2785377514e-01,2.2997559190e-01,2.2825350211e-01,2.2649101216e-01,2.2456855358e-01
5354,53.5400,2.3395041944e-01,2.3201849648e-01,2.3004887863e-01,2.2790854116e-01,2.3003035792e-01,2.2830826813e-01,2.2654577818e-01,2.2462331960e-01
5355,53.5500,2.3400518546e-01,2.3207326250e-01,2.3010364465e-01,2.2796330718e-01,2.3008512394e-01,2.2836303415e-01,2.2660054420e-01,2.2467808562e-01
5356,53.5600,2.3405995148e-01,2.3212802853e-01,2.3015841068e-01,2.2801807320e-01,2.3013988996e-01,2.2841780017e-01,2.2665531022e-01,2.2473285165e-01
